word,esdb_level,decision,existing_rarity,existing_definition,reason
repolls,80,deferred,,,Not individually approved; not added to puzzles.
reposal,80,deferred,,,Not individually approved; not added to puzzles.
reposer,80,deferred,,,Not individually approved; not added to puzzles.
reposit,70,deferred,,,Not individually approved; not added to puzzles.
repot,80,deferred,,,Not individually approved; not added to puzzles.
repots,80,deferred,,,Not individually approved; not added to puzzles.
repour,80,deferred,,,Not individually approved; not added to puzzles.
repours,80,deferred,,,Not individually approved; not added to puzzles.
repower,80,deferred,,,Not individually approved; not added to puzzles.
repp,70,deferred,,,Not individually approved; not added to puzzles.
repped,80,deferred,,,Not individually approved; not added to puzzles.
repps,70,deferred,,,Not individually approved; not added to puzzles.
repro,70,deferred,,,Not individually approved; not added to puzzles.
repros,70,deferred,,,Not individually approved; not added to puzzles.
reptant,70,deferred,,,Not individually approved; not added to puzzles.
repugn,70,deferred,,,Not individually approved; not added to puzzles.
repugns,70,deferred,,,Not individually approved; not added to puzzles.
repump,80,deferred,,,Not individually approved; not added to puzzles.
repumps,80,deferred,,,Not individually approved; not added to puzzles.
rerack,80,deferred,,,Not individually approved; not added to puzzles.
reracks,80,deferred,,,Not individually approved; not added to puzzles.
reraise,80,deferred,,,Not individually approved; not added to puzzles.
reredos,70,deferred,,,Not individually approved; not added to puzzles.
rerent,80,deferred,,,Not individually approved; not added to puzzles.
rerents,80,deferred,,,Not individually approved; not added to puzzles.
rerig,80,deferred,,,Not individually approved; not added to puzzles.
rerigs,80,deferred,,,Not individually approved; not added to puzzles.
reroof,80,deferred,,,Not individually approved; not added to puzzles.
reroofs,80,deferred,,,Not individually approved; not added to puzzles.
res,80,deferred,4,plural of re. Meaning: A syllable used in solfège to represent the second note of a major scale.,Not individually approved; not added to puzzles.
resail,80,deferred,,,Not individually approved; not added to puzzles.
resails,80,deferred,,,Not individually approved; not added to puzzles.
resaw,80,deferred,,,Not individually approved; not added to puzzles.
resawed,80,deferred,,,Not individually approved; not added to puzzles.
resawn,80,deferred,,,Not individually approved; not added to puzzles.
resaws,80,deferred,,,Not individually approved; not added to puzzles.
rescale,80,deferred,,,Not individually approved; not added to puzzles.
rescore,70,deferred,,,Not individually approved; not added to puzzles.
reseat,70,deferred,,,Not individually approved; not added to puzzles.
reseats,70,deferred,,,Not individually approved; not added to puzzles.
reseau,70,deferred,,,Not individually approved; not added to puzzles.
reseaus,70,deferred,,,Not individually approved; not added to puzzles.
reseaux,70,deferred,,,Not individually approved; not added to puzzles.
resect,70,deferred,,,Not individually approved; not added to puzzles.
resects,70,deferred,,,Not individually approved; not added to puzzles.
reseda,70,deferred,4,"Any of various plants of the genus Reseda having small, pale grayish green flowers, such as dyer's rocket (Reseda luteola) and mignonette (Reseda odorata).",Not individually approved; not added to puzzles.
resedas,70,deferred,,,Not individually approved; not added to puzzles.
resee,80,deferred,,,Not individually approved; not added to puzzles.
reseen,80,deferred,,,Not individually approved; not added to puzzles.
resees,80,deferred,,,Not individually approved; not added to puzzles.
resends,80,deferred,,,Not individually approved; not added to puzzles.
reshine,80,deferred,,,Not individually approved; not added to puzzles.
reshod,80,deferred,,,Not individually approved; not added to puzzles.
reshoe,80,deferred,,,Not individually approved; not added to puzzles.
reshoes,80,deferred,,,Not individually approved; not added to puzzles.
reshone,80,deferred,,,Not individually approved; not added to puzzles.
reshow,70,deferred,,,Not individually approved; not added to puzzles.
reshown,70,deferred,,,Not individually approved; not added to puzzles.
reshows,70,deferred,,,Not individually approved; not added to puzzles.
resid,80,deferred,,,Not individually approved; not added to puzzles.
resider,70,deferred,,,Not individually approved; not added to puzzles.
resids,80,deferred,,,Not individually approved; not added to puzzles.
resight,80,deferred,,,Not individually approved; not added to puzzles.
resile,70,deferred,4,To start back; to recoil; to recede from a purpose.,Not individually approved; not added to puzzles.
resiled,70,deferred,,,Not individually approved; not added to puzzles.
resiles,70,deferred,,,Not individually approved; not added to puzzles.
resilin,80,deferred,4,"An elastic protein found in the exoskeletons of insects, facilitating, for example, folding wings or jumping relatively great distances.",Not individually approved; not added to puzzles.
resined,70,deferred,,,Not individually approved; not added to puzzles.
resiny,80,deferred,4,Like resin; resinous.,Not individually approved; not added to puzzles.
resite,80,deferred,,,Not individually approved; not added to puzzles.
resited,80,deferred,,,Not individually approved; not added to puzzles.
resites,80,deferred,,,Not individually approved; not added to puzzles.
reskill,70,deferred,4,"To retrain workers in the skills needed by modern business, especially after redundancy.",Not individually approved; not added to puzzles.
reslate,80,deferred,,,Not individually approved; not added to puzzles.
resoak,80,deferred,,,Not individually approved; not added to puzzles.
resoaks,80,deferred,,,Not individually approved; not added to puzzles.
resod,80,deferred,,,Not individually approved; not added to puzzles.
resods,80,deferred,,,Not individually approved; not added to puzzles.
resoil,80,deferred,,,Not individually approved; not added to puzzles.
resoils,80,deferred,,,Not individually approved; not added to puzzles.
resorb,80,deferred,4,To absorb (something) again.,Not individually approved; not added to puzzles.
resorbs,80,deferred,,,Not individually approved; not added to puzzles.
respot,80,deferred,,,Not individually approved; not added to puzzles.
respots,80,deferred,,,Not individually approved; not added to puzzles.
restack,70,deferred,,,Not individually approved; not added to puzzles.
restage,70,deferred,,,Not individually approved; not added to puzzles.
restamp,80,deferred,,,Not individually approved; not added to puzzles.
rester,70,deferred,,,Not individually approved; not added to puzzles.
resters,70,deferred,,,Not individually approved; not added to puzzles.
restoke,80,deferred,,,Not individually approved; not added to puzzles.
restuff,70,deferred,,,Not individually approved; not added to puzzles.
resumer,80,deferred,,,Not individually approved; not added to puzzles.
resurge,70,deferred,4,To rise again; to go through a period of renewed vigor or vitality.,Not individually approved; not added to puzzles.
retable,70,deferred,,,Not individually approved; not added to puzzles.
retablo,70,deferred,,,Not individually approved; not added to puzzles.
retag,80,deferred,,,Not individually approved; not added to puzzles.
retags,80,deferred,,,Not individually approved; not added to puzzles.
retally,80,deferred,,,Not individually approved; not added to puzzles.
retape,80,deferred,,,Not individually approved; not added to puzzles.
retaped,80,deferred,,,Not individually approved; not added to puzzles.
retapes,80,deferred,,,Not individually approved; not added to puzzles.
retaste,70,deferred,,,Not individually approved; not added to puzzles.
rete,70,deferred,4,A network of blood vessels or nerves.,Not individually approved; not added to puzzles.
reteam,80,deferred,,,Not individually approved; not added to puzzles.
reteams,80,deferred,,,Not individually approved; not added to puzzles.
retem,80,deferred,,,Not individually approved; not added to puzzles.
retems,80,deferred,,,Not individually approved; not added to puzzles.
retene,70,deferred,,,Not individually approved; not added to puzzles.
retenes,70,deferred,,,Not individually approved; not added to puzzles.
retes,70,deferred,,,Not individually approved; not added to puzzles.
retia,80,deferred,,,Not individually approved; not added to puzzles.
retial,80,deferred,,,Not individually approved; not added to puzzles.
retiary,70,deferred,,,Not individually approved; not added to puzzles.
reticle,70,deferred,,,Not individually approved; not added to puzzles.
retile,80,deferred,,,Not individually approved; not added to puzzles.
retiled,80,deferred,,,Not individually approved; not added to puzzles.
retiles,80,deferred,,,Not individually approved; not added to puzzles.
retime,80,deferred,,,Not individually approved; not added to puzzles.
retimed,80,deferred,,,Not individually approved; not added to puzzles.
retimes,80,deferred,,,Not individually approved; not added to puzzles.
retine,80,deferred,,,Not individually approved; not added to puzzles.
retines,80,deferred,,,Not individually approved; not added to puzzles.
retirer,80,deferred,,,Not individually approved; not added to puzzles.
retotal,80,deferred,,,Not individually approved; not added to puzzles.
retral,70,deferred,,,Not individually approved; not added to puzzles.
retune,70,deferred,,,Not individually approved; not added to puzzles.
retuned,70,deferred,,,Not individually approved; not added to puzzles.
retunes,70,deferred,,,Not individually approved; not added to puzzles.
retuse,70,deferred,,,Not individually approved; not added to puzzles.
reverbs,70,deferred,,,Not individually approved; not added to puzzles.
reverer,80,deferred,,,Not individually approved; not added to puzzles.
reversi,80,deferred,,,Not individually approved; not added to puzzles.
reverso,70,deferred,,,Not individually approved; not added to puzzles.
revest,70,deferred,,,Not individually approved; not added to puzzles.
revests,70,deferred,,,Not individually approved; not added to puzzles.
revet,70,deferred,4,"To face (an embankment, etc.) with masonry, wood, or other material.",Not individually approved; not added to puzzles.
revets,70,deferred,,,Not individually approved; not added to puzzles.
revisal,70,deferred,,,Not individually approved; not added to puzzles.
revisor,70,deferred,,,Not individually approved; not added to puzzles.
reviver,70,deferred,,,Not individually approved; not added to puzzles.
revoice,70,deferred,,,Not individually approved; not added to puzzles.
revoker,70,deferred,,,Not individually approved; not added to puzzles.
revote,80,deferred,,,Not individually approved; not added to puzzles.
revoted,80,deferred,,,Not individually approved; not added to puzzles.
revotes,80,deferred,,,Not individually approved; not added to puzzles.
rewake,80,deferred,,,Not individually approved; not added to puzzles.
rewaked,80,deferred,,,Not individually approved; not added to puzzles.
rewaken,70,deferred,,,Not individually approved; not added to puzzles.
rewakes,80,deferred,,,Not individually approved; not added to puzzles.
rewear,80,deferred,,,Not individually approved; not added to puzzles.
rewears,80,deferred,,,Not individually approved; not added to puzzles.
reweld,80,deferred,,,Not individually approved; not added to puzzles.
rewelds,80,deferred,,,Not individually approved; not added to puzzles.
rewet,80,deferred,,,Not individually approved; not added to puzzles.
rewets,80,deferred,,,Not individually approved; not added to puzzles.
rewiden,80,deferred,,,Not individually approved; not added to puzzles.
rewin,80,deferred,,,Not individually approved; not added to puzzles.
rewins,80,deferred,,,Not individually approved; not added to puzzles.
rewoke,80,deferred,,,Not individually approved; not added to puzzles.
rewoken,80,deferred,,,Not individually approved; not added to puzzles.
rewon,80,deferred,,,Not individually approved; not added to puzzles.
rewore,80,deferred,,,Not individually approved; not added to puzzles.
reworn,80,deferred,,,Not individually approved; not added to puzzles.
rewrap,70,deferred,,,Not individually approved; not added to puzzles.
rewraps,70,deferred,,,Not individually approved; not added to puzzles.
rewrapt,70,deferred,,,Not individually approved; not added to puzzles.
rex,80,deferred,3,"A king, particularly in ancient Rome.",Not individually approved; not added to puzzles.
rexes,80,deferred,,,Not individually approved; not added to puzzles.
rexine,80,deferred,,,Not individually approved; not added to puzzles.
rexines,80,deferred,,,Not individually approved; not added to puzzles.
reynard,80,deferred,,,Not individually approved; not added to puzzles.
rhabdom,80,deferred,,,Not individually approved; not added to puzzles.
rhachis,70,deferred,,,Not individually approved; not added to puzzles.
rhaphe,80,deferred,,,Not individually approved; not added to puzzles.
rhaphes,80,deferred,,,Not individually approved; not added to puzzles.
rhatany,70,deferred,,,Not individually approved; not added to puzzles.
rhebok,80,deferred,,,Not individually approved; not added to puzzles.
rheboks,80,deferred,,,Not individually approved; not added to puzzles.
rheme,70,deferred,4,The part of a sentence that provides new information regarding the current theme.,Not individually approved; not added to puzzles.
rhemes,70,deferred,,,Not individually approved; not added to puzzles.
rhetor,70,deferred,,,Not individually approved; not added to puzzles.
rhetors,70,deferred,,,Not individually approved; not added to puzzles.
rheumic,80,deferred,,,Not individually approved; not added to puzzles.
rheums,80,deferred,,,Not individually approved; not added to puzzles.
rhexes,80,deferred,,,Not individually approved; not added to puzzles.
rhexis,80,deferred,,,Not individually approved; not added to puzzles.
rhinal,70,deferred,,,Not individually approved; not added to puzzles.
rhizoid,70,deferred,,,Not individually approved; not added to puzzles.
rhizopi,80,deferred,,,Not individually approved; not added to puzzles.
rhodic,70,deferred,,,Not individually approved; not added to puzzles.
rhodora,80,deferred,,,Not individually approved; not added to puzzles.
rhomb,70,deferred,,,Not individually approved; not added to puzzles.
rhombic,70,deferred,,,Not individually approved; not added to puzzles.
rhombs,70,deferred,,,Not individually approved; not added to puzzles.
rhonchi,70,deferred,,,Not individually approved; not added to puzzles.
rhotic,70,deferred,4,"That allows the phoneme /ɹ/ even when not followed by a vowel, as in bar (/bɑːɹ/) and bard or barred (/bɑːɹd/); (of an English speaker) who speaks with such an accent.",Not individually approved; not added to puzzles.
rhumb,70,deferred,4,A line which crosses successive meridians at a constant angle.,Not individually approved; not added to puzzles.
rhumba,70,deferred,,,Not individually approved; not added to puzzles.
rhumbas,70,deferred,,,Not individually approved; not added to puzzles.
rhumbs,70,deferred,,,Not individually approved; not added to puzzles.
rhus,80,deferred,,,Not individually approved; not added to puzzles.
rhuses,80,deferred,,,Not individually approved; not added to puzzles.
rhyta,70,deferred,,,Not individually approved; not added to puzzles.
rhyton,70,deferred,,,Not individually approved; not added to puzzles.
rhytons,70,deferred,,,Not individually approved; not added to puzzles.
ria,70,deferred,3,A narrow inlet of the sea formed by a flooded unglaciated river valley.,Not individually approved; not added to puzzles.
rialto,70,deferred,,,Not individually approved; not added to puzzles.
rialtos,70,deferred,,,Not individually approved; not added to puzzles.
riant,70,deferred,,,Not individually approved; not added to puzzles.
riantly,80,deferred,,,Not individually approved; not added to puzzles.
rias,70,deferred,,,Not individually approved; not added to puzzles.
riata,70,deferred,,,Not individually approved; not added to puzzles.
riatas,70,deferred,,,Not individually approved; not added to puzzles.
ribalds,80,deferred,,,Not individually approved; not added to puzzles.
riband,70,deferred,4,"A narrow diminutive of the bend, thinner than a bendlet.",Not individually approved; not added to puzzles.
ribands,70,deferred,,,Not individually approved; not added to puzzles.
ribband,70,deferred,,,Not individually approved; not added to puzzles.
ribbier,80,deferred,,,Not individually approved; not added to puzzles.
ribbies,80,deferred,,,Not individually approved; not added to puzzles.
ribbony,80,deferred,,,Not individually approved; not added to puzzles.
ribby,80,deferred,,,Not individually approved; not added to puzzles.
ribes,80,deferred,,,Not individually approved; not added to puzzles.
ribier,80,deferred,,,Not individually approved; not added to puzzles.
ribiers,80,deferred,,,Not individually approved; not added to puzzles.
riblet,80,deferred,,,Not individually approved; not added to puzzles.
riblets,80,deferred,,,Not individually approved; not added to puzzles.
ribose,70,deferred,4,"A naturally occurring pentose sugar, which is a component of the nucleosides and nucleotides that constitute the nucleic acid biopolymer, RNA. It is also found in riboflavin.",Not individually approved; not added to puzzles.
riboses,70,deferred,,,Not individually approved; not added to puzzles.
ribwort,70,deferred,,,Not individually approved; not added to puzzles.
richen,80,deferred,,,Not individually approved; not added to puzzles.
richens,80,deferred,,,Not individually approved; not added to puzzles.
ricins,70,deferred,,,Not individually approved; not added to puzzles.
ricker,80,deferred,,,Not individually approved; not added to puzzles.
rickers,80,deferred,,,Not individually approved; not added to puzzles.
rickey,70,deferred,,,Not individually approved; not added to puzzles.
rickeys,70,deferred,,,Not individually approved; not added to puzzles.
ricrac,70,deferred,,,Not individually approved; not added to puzzles.
ricracs,70,deferred,,,Not individually approved; not added to puzzles.
rictal,70,deferred,,,Not individually approved; not added to puzzles.
rictus,70,deferred,4,A bird’s gaping mouth.,Not individually approved; not added to puzzles.
ridable,80,deferred,,,Not individually approved; not added to puzzles.
ridder,80,deferred,,,Not individually approved; not added to puzzles.
ridders,80,deferred,,,Not individually approved; not added to puzzles.
rident,70,deferred,,,Not individually approved; not added to puzzles.
ridgel,80,deferred,,,Not individually approved; not added to puzzles.
ridgels,80,deferred,,,Not individually approved; not added to puzzles.
ridgier,80,deferred,,,Not individually approved; not added to puzzles.
ridings,80,deferred,,,Not individually approved; not added to puzzles.
ridley,80,deferred,4,"Any of the marine turtles of the genus Lepidochelys, found in the Atlantic and Pacific oceans.",Not individually approved; not added to puzzles.
ridleys,80,deferred,,,Not individually approved; not added to puzzles.
ridotto,70,deferred,4,"A public ball, typically a masquerade, popular in the 18th century.",Not individually approved; not added to puzzles.
riel,70,deferred,4,"The monetary unit of Cambodia, equivalent to 100 sen or 10 kak. Symbol: ៛",Not individually approved; not added to puzzles.
riels,70,deferred,,,Not individually approved; not added to puzzles.
rif,80,deferred,,,Not individually approved; not added to puzzles.
rifely,70,deferred,,,Not individually approved; not added to puzzles.
riffler,80,deferred,,,Not individually approved; not added to puzzles.
riflery,70,deferred,,,Not individually approved; not added to puzzles.
riflip,80,deferred,,,Not individually approved; not added to puzzles.
riflips,80,deferred,,,Not individually approved; not added to puzzles.
rifs,80,deferred,,,Not individually approved; not added to puzzles.
rightos,70,deferred,,,Not individually approved; not added to puzzles.
rigider,80,deferred,,,Not individually approved; not added to puzzles.
rigodon,80,deferred,,,Not individually approved; not added to puzzles.
riley,80,deferred,,,Not individually approved; not added to puzzles.
rilievi,70,deferred,,,Not individually approved; not added to puzzles.
rilievo,70,deferred,,,Not individually approved; not added to puzzles.
rille,70,deferred,,,Not individually approved; not added to puzzles.
rilled,70,deferred,,,Not individually approved; not added to puzzles.
rilles,70,deferred,,,Not individually approved; not added to puzzles.
rillet,70,deferred,,,Not individually approved; not added to puzzles.
rillets,70,deferred,,,Not individually approved; not added to puzzles.
rilling,80,deferred,,,Not individually approved; not added to puzzles.
rimaye,80,deferred,,,Not individually approved; not added to puzzles.
rimayes,80,deferred,,,Not individually approved; not added to puzzles.
rimer,80,deferred,4,A tool for shaping the rimes of a ladder.,Not individually approved; not added to puzzles.
rimers,80,deferred,,,Not individually approved; not added to puzzles.
rimfire,80,deferred,4,"A type of firearm cartridge where the primer is in the back rim, rather than a central primer cap. They are cheap to produce but cannot be reloaded with powder.",Not individually approved; not added to puzzles.
rimier,80,deferred,,,Not individually approved; not added to puzzles.
rimiest,80,deferred,,,Not individually approved; not added to puzzles.
rimland,80,deferred,,,Not individually approved; not added to puzzles.
rimose,70,deferred,4,"Having a surface covered with cracks, fissures, or crevices.",Not individually approved; not added to puzzles.
rimous,80,deferred,,,Not individually approved; not added to puzzles.
rimple,70,deferred,,,Not individually approved; not added to puzzles.
rimpled,70,deferred,,,Not individually approved; not added to puzzles.
rimples,70,deferred,,,Not individually approved; not added to puzzles.
rimrock,70,deferred,,,Not individually approved; not added to puzzles.
rimshot,80,deferred,,,Not individually approved; not added to puzzles.
rimy,70,deferred,,,Not individually approved; not added to puzzles.
rinded,80,deferred,,,Not individually approved; not added to puzzles.
rindy,80,deferred,,,Not individually approved; not added to puzzles.
ringent,70,deferred,,,Not individually approved; not added to puzzles.
ringtaw,80,deferred,,,Not individually approved; not added to puzzles.
rinser,70,deferred,,,Not individually approved; not added to puzzles.
rinsers,70,deferred,,,Not individually approved; not added to puzzles.
rioja,80,deferred,,,Not individually approved; not added to puzzles.
riojas,80,deferred,,,Not individually approved; not added to puzzles.
ripener,80,deferred,,,Not individually approved; not added to puzzles.
ripieni,80,deferred,,,Not individually approved; not added to puzzles.
ripieno,70,deferred,,,Not individually approved; not added to puzzles.
rippler,80,deferred,,,Not individually approved; not added to puzzles.
ripplet,70,deferred,,,Not individually approved; not added to puzzles.
riprap,80,deferred,,,Not individually approved; not added to puzzles.
ripraps,80,deferred,,,Not individually approved; not added to puzzles.
ripstop,70,deferred,,,Not individually approved; not added to puzzles.
rishi,70,deferred,,,Not individually approved; not added to puzzles.
rishis,70,deferred,,,Not individually approved; not added to puzzles.
risibly,70,deferred,,,Not individually approved; not added to puzzles.
risker,80,deferred,,,Not individually approved; not added to puzzles.
riskers,80,deferred,,,Not individually approved; not added to puzzles.
ristra,70,deferred,,,Not individually approved; not added to puzzles.
ristras,70,deferred,,,Not individually approved; not added to puzzles.
ritard,70,deferred,,,Not individually approved; not added to puzzles.
ritards,70,deferred,,,Not individually approved; not added to puzzles.
ritter,80,deferred,4,knight,Not individually approved; not added to puzzles.
ritters,80,deferred,,,Not individually approved; not added to puzzles.
ritz,80,deferred,,,Not individually approved; not added to puzzles.
ritzes,80,deferred,,,Not individually approved; not added to puzzles.
ritzily,70,deferred,,,Not individually approved; not added to puzzles.
rivage,70,deferred,,,Not individually approved; not added to puzzles.
rivages,70,deferred,,,Not individually approved; not added to puzzles.
riviere,80,deferred,,,Not individually approved; not added to puzzles.
roached,80,deferred,,,Not individually approved; not added to puzzles.
roadeo,80,deferred,,,Not individually approved; not added to puzzles.
roadeos,80,deferred,,,Not individually approved; not added to puzzles.
roady,80,deferred,,,Not individually approved; not added to puzzles.
robalo,70,deferred,,,Not individually approved; not added to puzzles.
robalos,70,deferred,,,Not individually approved; not added to puzzles.
roband,70,deferred,,,Not individually approved; not added to puzzles.
robands,70,deferred,,,Not individually approved; not added to puzzles.
robbin,70,deferred,4,The spring of a carriage.,Not individually approved; not added to puzzles.
robbins,70,deferred,,,Not individually approved; not added to puzzles.
rober,80,deferred,,,Not individually approved; not added to puzzles.
robers,80,deferred,,,Not individually approved; not added to puzzles.
robinia,70,deferred,,,Not individually approved; not added to puzzles.
roble,70,deferred,4,California white oak (Quercus lobata).,Not individually approved; not added to puzzles.
robles,70,deferred,,,Not individually approved; not added to puzzles.
robotry,80,deferred,,,Not individually approved; not added to puzzles.
robusta,80,deferred,4,"Any plant of the species Coffea canephora of coffee plants, native to Africa, cultivated widely in Brazil.",Not individually approved; not added to puzzles.
roc,70,deferred,3,An enormous mythical bird in Eastern legend.,Not individually approved; not added to puzzles.
rochet,70,deferred,,,Not individually approved; not added to puzzles.
rochets,70,deferred,,,Not individually approved; not added to puzzles.
rockaby,80,deferred,,,Not individually approved; not added to puzzles.
rockoon,70,deferred,,,Not individually approved; not added to puzzles.
rococos,80,deferred,,,Not individually approved; not added to puzzles.
rocs,70,deferred,,,Not individually approved; not added to puzzles.
rodeoed,80,deferred,,,Not individually approved; not added to puzzles.
rodes,80,deferred,,,Not individually approved; not added to puzzles.
rodless,80,deferred,,,Not individually approved; not added to puzzles.
rodlike,80,deferred,,,Not individually approved; not added to puzzles.
rodman,80,deferred,,,Not individually approved; not added to puzzles.
rodmen,80,deferred,,,Not individually approved; not added to puzzles.
rogued,80,deferred,,,Not individually approved; not added to puzzles.
roguing,80,deferred,,,Not individually approved; not added to puzzles.
roilier,80,deferred,,,Not individually approved; not added to puzzles.
roily,70,deferred,,,Not individually approved; not added to puzzles.
rolf,80,deferred,,,Not individually approved; not added to puzzles.
rolfed,80,deferred,,,Not individually approved; not added to puzzles.
rolfer,80,deferred,,,Not individually approved; not added to puzzles.
rolfers,80,deferred,,,Not individually approved; not added to puzzles.
rolfing,80,deferred,,,Not individually approved; not added to puzzles.
rolfs,80,deferred,,,Not individually approved; not added to puzzles.
rollway,70,deferred,4,An inclined slope or chute prepared for rolling logs into a stream or into a mill.,Not individually approved; not added to puzzles.
rom,80,deferred,,,Not individually approved; not added to puzzles.
romaji,70,deferred,4,A representation of Japanese in Latin script.,Not individually approved; not added to puzzles.
romajis,70,deferred,,,Not individually approved; not added to puzzles.
romano,80,deferred,4,"a hard, sharp cheese served grated as a garnish",Not individually approved; not added to puzzles.
romanos,80,deferred,,,Not individually approved; not added to puzzles.
romans,80,deferred,,,Not individually approved; not added to puzzles.
romaunt,80,deferred,4,A romantic story told in verse; a romance.,Not individually approved; not added to puzzles.
romcom,70,deferred,,,Not individually approved; not added to puzzles.
rompish,70,deferred,,,Not individually approved; not added to puzzles.
roms,80,deferred,,,Not individually approved; not added to puzzles.
ronde,70,deferred,,,Not individually approved; not added to puzzles.
rondeau,70,deferred,,,Not individually approved; not added to puzzles.
rondel,70,deferred,,,Not individually approved; not added to puzzles.
rondels,70,deferred,,,Not individually approved; not added to puzzles.
rondure,70,deferred,,,Not individually approved; not added to puzzles.
ronnel,80,deferred,,,Not individually approved; not added to puzzles.
ronnels,80,deferred,,,Not individually approved; not added to puzzles.
rontgen,70,deferred,,,Not individually approved; not added to puzzles.
ronyon,80,deferred,,,Not individually approved; not added to puzzles.
ronyons,80,deferred,,,Not individually approved; not added to puzzles.
roo,70,deferred,4,Rest; stillness.,Not individually approved; not added to puzzles.
roofie,70,deferred,,,Not individually approved; not added to puzzles.
roofies,70,deferred,,,Not individually approved; not added to puzzles.
rooibos,70,deferred,,,Not individually approved; not added to puzzles.
rookier,70,deferred,,,Not individually approved; not added to puzzles.
rooky,70,deferred,4,full of rooks.,Not individually approved; not added to puzzles.
roomies,70,deferred,,,Not individually approved; not added to puzzles.
roomily,80,deferred,,,Not individually approved; not added to puzzles.
roos,70,deferred,,,Not individually approved; not added to puzzles.
roose,70,deferred,,,Not individually approved; not added to puzzles.
roosed,70,deferred,,,Not individually approved; not added to puzzles.
rooses,70,deferred,,,Not individually approved; not added to puzzles.
roosing,70,deferred,,,Not individually approved; not added to puzzles.
rootage,80,deferred,,,Not individually approved; not added to puzzles.
rootcap,80,deferred,,,Not individually approved; not added to puzzles.
rootier,80,deferred,,,Not individually approved; not added to puzzles.
rootle,80,deferred,,,Not individually approved; not added to puzzles.
rootled,80,deferred,,,Not individually approved; not added to puzzles.
rootles,80,deferred,,,Not individually approved; not added to puzzles.
rootsy,70,deferred,4,Unadorned; suggestive of earlier times.,Not individually approved; not added to puzzles.
rooty,80,deferred,,,Not individually approved; not added to puzzles.
ropable,70,deferred,,,Not individually approved; not added to puzzles.
ropery,80,deferred,,,Not individually approved; not added to puzzles.
ropeway,70,deferred,,,Not individually approved; not added to puzzles.
ropily,80,deferred,,,Not individually approved; not added to puzzles.
ropings,70,deferred,,,Not individually approved; not added to puzzles.
roque,70,deferred,,,Not individually approved; not added to puzzles.
roques,70,deferred,,,Not individually approved; not added to puzzles.
roquet,80,deferred,,,Not individually approved; not added to puzzles.
roquets,80,deferred,,,Not individually approved; not added to puzzles.
rorqual,70,deferred,,,Not individually approved; not added to puzzles.
rort,70,deferred,4,"A scam or fraud, especially involving the misappropriation of public money or resources.",Not individually approved; not added to puzzles.
rorted,70,deferred,,,Not individually approved; not added to puzzles.
rorting,70,deferred,,,Not individually approved; not added to puzzles.
rorts,70,deferred,,,Not individually approved; not added to puzzles.
rosacea,80,deferred,,,Not individually approved; not added to puzzles.
roscoe,80,deferred,4,"A handgun, particularly a revolver.",Not individually approved; not added to puzzles.
roscoes,80,deferred,,,Not individually approved; not added to puzzles.
rosebay,70,deferred,,,Not individually approved; not added to puzzles.
rosed,80,deferred,,,Not individually approved; not added to puzzles.
roselle,80,deferred,,,Not individually approved; not added to puzzles.
roseola,70,deferred,,,Not individually approved; not added to puzzles.
roset,80,deferred,,,Not individually approved; not added to puzzles.
rosets,80,deferred,,,Not individually approved; not added to puzzles.
roshi,80,deferred,,,Not individually approved; not added to puzzles.
roshis,80,deferred,,,Not individually approved; not added to puzzles.
rosiny,70,deferred,,,Not individually approved; not added to puzzles.
rosti,80,deferred,,,Not individually approved; not added to puzzles.
rostis,80,deferred,,,Not individually approved; not added to puzzles.
rostral,80,deferred,,,Not individually approved; not added to puzzles.
rotator,70,deferred,,,Not individually approved; not added to puzzles.
rotch,80,deferred,,,Not individually approved; not added to puzzles.
rotche,80,deferred,,,Not individually approved; not added to puzzles.
rotches,80,deferred,,,Not individually approved; not added to puzzles.
rotes,80,deferred,,,Not individually approved; not added to puzzles.
rotguts,80,deferred,,,Not individually approved; not added to puzzles.
rotifer,70,deferred,4,"Any of many minute aquatic multicellular organisms, of the phylum Rotifera, that have a ring of cilia resembling a wheel.",Not individually approved; not added to puzzles.
rotl,70,deferred,,,Not individually approved; not added to puzzles.
rotls,70,deferred,,,Not individually approved; not added to puzzles.
roto,80,deferred,4,"A Chilean, especially a common man or lower-class Chilean.",Not individually approved; not added to puzzles.
rotos,80,deferred,,,Not individually approved; not added to puzzles.
rotte,80,deferred,,,Not individually approved; not added to puzzles.
rottes,80,deferred,,,Not individually approved; not added to puzzles.
roughy,80,deferred,,,Not individually approved; not added to puzzles.
rouille,80,deferred,,,Not individually approved; not added to puzzles.
roulade,70,deferred,,,Not individually approved; not added to puzzles.
rouleau,70,deferred,,,Not individually approved; not added to puzzles.
rounce,70,deferred,,,Not individually approved; not added to puzzles.
rounces,70,deferred,,,Not individually approved; not added to puzzles.
roup,70,deferred,,,Not individually approved; not added to puzzles.
roupier,80,deferred,,,Not individually approved; not added to puzzles.
roups,70,deferred,,,Not individually approved; not added to puzzles.
roupy,80,deferred,,,Not individually approved; not added to puzzles.
rouser,70,deferred,4,Something very exciting or stimulating.,Not individually approved; not added to puzzles.
rousers,70,deferred,,,Not individually approved; not added to puzzles.
rouster,80,deferred,,,Not individually approved; not added to puzzles.
routh,80,deferred,,,Not individually approved; not added to puzzles.
rouths,80,deferred,,,Not individually approved; not added to puzzles.
